#,Keyword,Project,Township,Location,BHK,Intent,Funnel,SEO_PPC,Priority,Status
213,"VTP Realty new launch Pune upcoming","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
214,"VTP Realty new launch Pune residential","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
215,"VTP Realty new launch Pune luxury","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
216,"VTP Realty new launch Pune premium","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
217,"VTP Realty new launch Pune affordable","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
218,"VTP Realty new launch Pune best","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
219,"VTP Realty new launch Pune top","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
220,"VTP Realty new launch Pune near me","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
221,"VTP Realty new launch Pune for sale","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
222,"VTP Realty new launch Pune investment","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
223,"VTP Realty new launch Pune direct developer","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
224,"VTP Realty new launch Pune official","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
225,"VTP Realty new launch Pune price list","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
226,"VTP Realty new launch Pune brochure PDF","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
227,"VTP Realty new launch Pune floor plan layout","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
228,"VTP Realty new launch Pune RERA verified","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
229,"VTP Realty new launch Pune possession date","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
230,"VTP Realty new launch Pune customer reviews","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
231,"VTP Realty builder Pune","VTP Group","Pune Master","Pune","All","Navigational","TOFU","SEO/PPC","P1","ACTIVE"
232,"VTP Realty builder Pune 2026","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
233,"VTP Realty builder Pune current","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
234,"VTP Realty builder Pune latest","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
235,"VTP Realty builder Pune new","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
236,"VTP Realty builder Pune upcoming","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
237,"VTP Realty builder Pune residential","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
238,"VTP Realty builder Pune luxury","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
239,"VTP Realty builder Pune premium","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
240,"VTP Realty builder Pune affordable","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
241,"VTP Realty builder Pune best","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
242,"VTP Realty builder Pune top","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
243,"VTP Realty builder Pune near me","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
244,"VTP Realty builder Pune for sale","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
245,"VTP Realty builder Pune investment","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
246,"VTP Realty builder Pune direct developer","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
247,"VTP Realty builder Pune official","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
248,"VTP Realty builder Pune price list","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
249,"VTP Realty builder Pune brochure PDF","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
250,"VTP Realty builder Pune floor plan layout","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
251,"VTP Realty builder Pune RERA verified","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
252,"VTP Realty builder Pune possession date","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
253,"VTP Realty builder Pune customer reviews","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
254,"VTP Realty developer Pune","VTP Group","Pune Master","Pune","All","Navigational","TOFU","SEO/PPC","P1","ACTIVE"
255,"VTP Realty developer Pune 2026","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
256,"VTP Realty developer Pune current","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
257,"VTP Realty developer Pune latest","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
258,"VTP Realty developer Pune new","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
259,"VTP Realty developer Pune upcoming","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
260,"VTP Realty developer Pune residential","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
261,"VTP Realty developer Pune luxury","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
262,"VTP Realty developer Pune premium","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
263,"VTP Realty developer Pune affordable","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
264,"VTP Realty developer Pune best","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
265,"VTP Realty developer Pune top","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
266,"VTP Realty developer Pune near me","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
267,"VTP Realty developer Pune for sale","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
268,"VTP Realty developer Pune investment","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
269,"VTP Realty developer Pune direct developer","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
270,"VTP Realty developer Pune official","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
271,"VTP Realty developer Pune price list","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
272,"VTP Realty developer Pune brochure PDF","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
273,"VTP Realty developer Pune floor plan layout","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
274,"VTP Realty developer Pune RERA verified","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
275,"VTP Realty developer Pune possession date","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
276,"VTP Realty developer Pune customer reviews","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
277,"VTP Pune projects","VTP Group","Pune Master","Pune","All","Navigational","TOFU","SEO/PPC","P1","ACTIVE"
278,"VTP Pune projects 2026","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
279,"VTP Pune projects current","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
280,"VTP Pune projects latest","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
281,"VTP Pune projects new","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
282,"VTP Pune projects upcoming","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
283,"VTP Pune projects residential","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
284,"VTP Pune projects luxury","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
285,"VTP Pune projects premium","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
286,"VTP Pune projects affordable","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
287,"VTP Pune projects best","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
288,"VTP Pune projects top","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
289,"VTP Pune projects near me","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
290,"VTP Pune projects for sale","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
291,"VTP Pune projects investment","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
292,"VTP Pune projects direct developer","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
293,"VTP Pune projects official","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
294,"VTP Pune projects price list","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
295,"VTP Pune projects brochure PDF","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
296,"VTP Pune projects floor plan layout","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
297,"VTP Pune projects RERA verified","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
298,"VTP Pune projects possession date","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
299,"VTP Pune projects customer reviews","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
300,"VTP Pune properties","VTP Group","Pune Master","Pune","All","Navigational","TOFU","SEO/PPC","P1","ACTIVE"
301,"VTP Pune properties 2026","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
302,"VTP Pune properties current","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
303,"VTP Pune properties latest","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
304,"VTP Pune properties new","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
305,"VTP Pune properties upcoming","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
306,"VTP Pune properties residential","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
307,"VTP Pune properties luxury","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
308,"VTP Pune properties premium","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
309,"VTP Pune properties affordable","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
310,"VTP Pune properties best","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
311,"VTP Pune properties top","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
312,"VTP Pune properties near me","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
313,"VTP Pune properties for sale","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
314,"VTP Pune properties investment","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
315,"VTP Pune properties direct developer","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
316,"VTP Pune properties official","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
317,"VTP Pune properties price list","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
318,"VTP Pune properties brochure PDF","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
319,"VTP Pune properties floor plan layout","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
320,"VTP Pune properties RERA verified","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
321,"VTP Pune properties possession date","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
322,"VTP Pune properties customer reviews","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
323,"VTP Pune flats","VTP Group","Pune Master","Pune","All","Navigational","TOFU","SEO/PPC","P1","ACTIVE"
324,"VTP Pune flats 2026","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
325,"VTP Pune flats current","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
326,"VTP Pune flats latest","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
327,"VTP Pune flats new","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
328,"VTP Pune flats upcoming","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
329,"VTP Pune flats residential","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
330,"VTP Pune flats luxury","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
331,"VTP Pune flats premium","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
332,"VTP Pune flats affordable","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
333,"VTP Pune flats best","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
334,"VTP Pune flats top","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
335,"VTP Pune flats near me","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
336,"VTP Pune flats for sale","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
337,"VTP Pune flats investment","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
338,"VTP Pune flats direct developer","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
339,"VTP Pune flats official","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
340,"VTP Pune flats price list","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
341,"VTP Pune flats brochure PDF","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
342,"VTP Pune flats floor plan layout","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
343,"VTP Pune flats RERA verified","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
344,"VTP Pune flats possession date","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
345,"VTP Pune flats customer reviews","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
346,"VTP Pune apartments","VTP Group","Pune Master","Pune","All","Navigational","TOFU","SEO/PPC","P1","ACTIVE"
347,"VTP Pune apartments 2026","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
348,"VTP Pune apartments current","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
349,"VTP Pune apartments latest","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
350,"VTP Pune apartments new","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
351,"VTP Pune apartments upcoming","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
352,"VTP Pune apartments residential","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
353,"VTP Pune apartments luxury","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
354,"VTP Pune apartments premium","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
355,"VTP Pune apartments affordable","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
356,"VTP Pune apartments best","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
357,"VTP Pune apartments top","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
358,"VTP Pune apartments near me","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
359,"VTP Pune apartments for sale","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
360,"VTP Pune apartments investment","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
361,"VTP Pune apartments direct developer","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
362,"VTP Pune apartments official","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
363,"VTP Pune apartments price list","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
364,"VTP Pune apartments brochure PDF","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
365,"VTP Pune apartments floor plan layout","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
366,"VTP Pune apartments RERA verified","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
367,"VTP Pune apartments possession date","VTP Group","Pune Master","Pune","All","Commercial","MOFU","SEO/PPC","P2","ACTIVE"
